
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
35446.1,69910.6,-161.414,um,Surface,Position,1,ATMgroup,1,
35490.4,69855,-200.57,um,Surface,Position,1,TVCgroup,0,
