
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
15.0539,um,Surface,1,TVCgroup,0,
11.1903,um,Surface,1,ATMgroup,1,
