
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
9.326,um,Cell,Image 1,1,TVC,1,
18.2281,um,Cell,Image 1,1,TVC,3,
17.8042,um,Cell,Image 1,1,TVC,4,
26.7063,um,Cell,Image 1,1,TVC,7,
12.2934,um,Cell,Image 1,1,ATM,10,
0,um,Cell,Image 1,1,ATM,11,
