
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
44309.3,68463.4,24.016,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
44237,68517.7,33.7901,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
