
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
43678,94474.6,68.7113,um,Surface,Center of Homogeneous Mass,1,ATMgroup,3,
43714.1,94428.4,83.5173,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
