
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.00482389,-0.994344,0.106102,um,Surface,Ellipsoid Axis C,1,ATM,5,
-0.82082,-0.0489321,0.569086,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
