
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
38586.2,60975.7,98.054,um,Surface,Position,1,ATMgroup,0,
38597,60945.8,74.1449,um,Surface,Position,1,TVCgroup,1,
