
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.34304,um,Surface,1,ATMgroup,0,
5.05636,um,Surface,1,TVCgroup,1,
