
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38586.2,60975.7,98.054,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
38597,60945.8,74.1449,um,Surface,Center of Homogeneous Mass,1,TVCgroup,1,
