
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.430164,,Cell,1,TVC,0,
0.478021,,Cell,1,TVC,1,
0.440527,,Cell,1,TVC,2,
0.623244,,Cell,1,ATM,3,
0.675678,,Cell,1,ATM,4,
0.326519,,Cell,1,TVC,5,
0.379171,,Cell,1,ATM,7,
