
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
55.7378,um,Surface,1,ATMgroup,0,
16.7276,um,Surface,1,TVCgroup,2,
