
Nucleus Generation
 ==================== 
Nucleus Generation,Unit,Category,Time,Default Labels,CellID,ID,
0,,Nucleus,1,ATM,2,100000000,
0,,Nucleus,1,ATM,3,100000001,
0,,Nucleus,1,TVC,10,100000008,
0,,Nucleus,1,TVC,11,100000009,
0,,Nucleus,1,TVC,12,100000010,
0,,Nucleus,1,TVC,13,100000011,
