
Nucleus Distance from Nucleus Membrane to Cell Membrane
 ==================== 
Nucleus Distance from Nucleus Membrane to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
0.283606,um,Nucleus,1,ATM,7,100000006,
1.23426,um,Nucleus,1,TVC,8,100000007,
0.762849,um,Nucleus,1,TVC,9,100000008,
0.992482,um,Nucleus,1,ATM,10,100000009,
0.708124,um,Nucleus,1,TVC,11,100000010,
1.16991,um,Nucleus,1,TVC,12,100000011,
