
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.495785,0.787418,-0.366292,um,Surface,Ellipsoid Axis A,1,ATMgroup,1,
-0.257555,0.573983,0.777309,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
