
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
41630.2,23452.7,90.783,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
41681,23499.6,113.892,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
