
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
2850.46,um^3,Cell,1,ATM,0,
2867.79,um^3,Cell,1,ATM,1,
1550.49,um^3,Cell,1,TVC,2,
1470.59,um^3,Cell,1,TVC,3,
785.655,um^3,Cell,1,TVC,4,
