
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
2.11954,um,Cell,Image 1,1,ATM,0,
15.2607,um,Cell,Image 1,1,ATM,1,
13.1412,um,Cell,Image 1,1,TVC,2,
4.23908,um,Cell,Image 1,1,TVC,3,
4.23908,um,Cell,Image 1,1,TVC,4,
