
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.686293,0.253663,0.681657,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
-0.505894,-0.588386,0.630772,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
