
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
3892.9,um^2,Cell,1,ATM,0,
1905.95,um^2,Cell,1,ATM,1,
1308.65,um^2,Cell,1,ATM,2,
804.415,um^2,Cell,1,TVC,3,
1271.84,um^2,Cell,1,TVC,4,
895.521,um^2,Cell,1,TVC,5,
1279.15,um^2,Cell,1,TVC,6,
