
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.445165,,Cell,1,TVC,0,
0.450561,,Cell,1,TVC,1,
0.312205,,Cell,1,TVC,2,
0.435768,,Cell,1,TVC,3,
0.505735,,Cell,1,TVC,4,
0.341648,,Cell,1,TVC,5,
0.41404,,Cell,1,TVC,6,
0.344755,,Cell,1,TVC,7,
