
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
45361.9,50258.8,1.32104,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
45295.6,50254,-19.1091,um,Surface,Center of Homogeneous Mass,1,TVCgroup,3,
