
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
47983.9,63911.4,103.988,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
47937.3,63901.1,72.3126,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,4,
