
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
36.7813,um,Surface,1,ATMgroup,0,
19.6416,um,Surface,1,TVCgroup,2,
