
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
9971.45,um^3,Cell,1,ATM,2,
9210.33,um^3,Cell,1,ATM,3,
1454.78,um^3,Cell,1,TVC,4,
1480.14,um^3,Cell,1,TVC,5,
885.081,um^3,Cell,1,TVC,6,
1051.21,um^3,Cell,1,TVC,7,
