
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39121,84811.5,62.3226,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
39068.8,84737.4,44.4207,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
