
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.49385,um,Surface,1,ATMgroup,0,
6.46853,um,Surface,1,TVCgroup,2,
