
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.954582,0.297948,-0.000853973,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.377365,0.804399,0.458844,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
