
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
53.2055,um,Surface,1,ATMgroup,0,
16.7981,um,Surface,1,TVCgroup,2,
