
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46470,57028.2,66.2725,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
46470.2,56965.9,56.7658,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
