
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.5681,um,Cell,1,TVC,1,
6.02777,um,Cell,1,TVC,3,
5.31168,um,Cell,1,TVC,6,
6.84235,um,Cell,1,TVC,7,
6.12295,um,Cell,1,ATM,9,
5.78238,um,Cell,1,ATM,10,
