
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
35870.7,57092,204.024,um,Nucleus,Nucleus Position,1,ATM,9,100000009,
35851,57103.3,205.094,um,Nucleus,Nucleus Position,1,ATM,10,100000010,
35943.8,57050.2,168.284,um,Nucleus,Nucleus Position,1,TVC,1,100000001,
35949.2,57042.8,169.1,um,Nucleus,Nucleus Position,1,TVC,3,100000003,
35932.9,57058.7,172.149,um,Nucleus,Nucleus Position,1,TVC,6,100000006,
35927.9,57047.6,173.936,um,Nucleus,Nucleus Position,1,TVC,7,100000007,
