
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.413736,,Cell,1,TVC,1,
0.270783,,Cell,1,TVC,3,
0.391654,,Cell,1,TVC,6,
0.393007,,Cell,1,TVC,7,
0.367604,,Cell,1,ATM,9,
0.332736,,Cell,1,ATM,10,
