
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
45.1166,61.0067,20.7715,um,Surface,BoundingBoxAA Length,1,ATM,5,
44.5491,43.6978,38.9996,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
