
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.0467923,0.321647,-0.945703,um,Surface,Ellipsoid Axis A,1,ATM,6,
-0.0540719,0.10359,0.993149,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
