
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
36.0438,um,Surface,1,ATMgroup,0,
13.1656,um,Surface,1,TVCgroup,2,
