
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38208,76242.8,131.39,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,0,
38210,76278,135.773,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,1,
38161.5,76245.4,150.617,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,2,
38151.8,76246.6,155.379,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,3,
38165.3,76235,157.249,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,4,
38155.4,76235.2,159.285,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,5,
