
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
45464.8,73378.8,154.36,um,Cell,Cell Center of Homogeneous Mass,1,ATM,6,
45492,73406.9,155.366,um,Cell,Cell Center of Homogeneous Mass,1,ATM,7,
45473.4,73469.6,122.639,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
45475.2,73457.5,125.588,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
45464.4,73468.3,132.484,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
45468.2,73458.2,138.702,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
