
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
44462,91265,132.724,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
44514.8,91272.7,108.94,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
