
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
79.125,85.9883,21.6194,um,Surface,BoundingBoxAA Length,1,ATMgroup,0,
41.1211,34.6211,16.9564,um,Surface,BoundingBoxAA Length,1,TVCgroup,2,
