
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
6.47663,um,Cell,1,TVC,0,
7.63758,um,Cell,1,TVC,1,
8.99477,um,Cell,1,TVC,2,
7.12184,um,Cell,1,ATM,3,
8.39414,um,Cell,1,ATM,4,
