
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.33699,,Cell,1,TVC,4,
0.356463,,Cell,1,TVC,5,
0.606925,,Cell,1,TVC,6,
0.268106,,Cell,1,TVC,7,
0.686165,,Cell,1,ATM,10,
0.448432,,Cell,1,ATM,11,
0.341719,,Cell,1,ATM,12,
