
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.843344,-0.530245,-0.0872383,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.748373,0.614707,0.249144,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
