
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.431134,,Cell,1,ATM,1,
0.31278,,Cell,1,ATM,2,
0.490388,,Cell,1,ATM,3,
0.292292,,Cell,1,TVC,4,
0.489997,,Cell,1,TVC,5,
0.313417,,Cell,1,TVC,6,
0.470749,,Cell,1,TVC,7,
