
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
47545.9,54283.3,155.615,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
47538.2,54213.9,112.031,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
