
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.337564,,Cell,1,TVC,0,
0.367596,,Cell,1,TVC,1,
0.744493,,Cell,1,ATM,2,
0.475881,,Cell,1,ATM,4,
