
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
2787.14,um^2,Cell,1,TVC,0,
2266.88,um^2,Cell,1,TVC,1,
4094.39,um^2,Cell,1,ATM,2,
3274.88,um^2,Cell,1,ATM,4,
