
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
4.98526,um,Nucleus,1,ATM,0,100000000,
4.48298,um,Nucleus,1,ATM,1,100000001,
3.44346,um,Nucleus,1,TVC,2,100000002,
3.77558,um,Nucleus,1,TVC,3,100000003,
3.5128,um,Nucleus,1,TVC,4,100000004,
3.24877,um,Nucleus,1,TVC,7,100000007,
