
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.405176,,Cell,1,TVC,1,
0.270543,,Cell,1,TVC,2,
0.326465,,Cell,1,TVC,3,
0.319084,,Cell,1,TVC,4,
0.688473,,Cell,1,ATM,5,
0.46276,,Cell,1,ATM,6,
