
Nucleus Ellipsoid Axis A
 ==================== 
Nucleus Ellipsoid Axis A X,Nucleus Ellipsoid Axis A Y,Nucleus Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
0.989065,-0.138216,0.0514382,um,Nucleus,Nucleus Ellipsoid Axis A,1,ATM,5,100000005,
-0.311049,0.397572,0.863241,um,Nucleus,Nucleus Ellipsoid Axis A,1,ATM,6,100000006,
0.366081,-0.929385,0.0472009,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,1,100000000,
-0.971374,-0.23645,-0.0228725,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,2,100000001,
-0.103774,-0.987597,-0.117824,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,3,100000003,
-0.919283,-0.377827,0.110301,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,4,100000004,
