
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.930481,-0.306487,-0.200677,um,Surface,Ellipsoid Axis C,1,ATM,5,
0.639526,-0.751826,-0.160509,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
