
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.464781,,Cell,1,TVC,1,
0.492258,,Cell,1,TVC,4,
0.538016,,Cell,1,TVC,6,
0.532542,,Cell,1,TVC,7,
0.507539,,Cell,1,ATM,10,
0.480352,,Cell,1,ATM,11,
