
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
7.50895,um,Cell,1,TVC,1,
6.12893,um,Cell,1,TVC,2,
9.03272,um,Cell,1,TVC,3,
6.62615,um,Cell,1,TVC,4,
8.48733,um,Cell,1,ATM,5,
8.49311,um,Cell,1,ATM,6,
