
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38274.1,58021,41.4308,um,Cell,Cell Center of Homogeneous Mass,1,ATM,5,
38254.4,58028.9,46.1171,um,Cell,Cell Center of Homogeneous Mass,1,ATM,6,
38292.4,57978.6,58.7917,um,Cell,Cell Center of Homogeneous Mass,1,TVC,8,
38290,57965.4,59.6698,um,Cell,Cell Center of Homogeneous Mass,1,TVC,11,
38299.5,57970.7,59.3465,um,Cell,Cell Center of Homogeneous Mass,1,TVC,13,
