
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
47.1406,41.7461,19.9013,um,Surface,BoundingBoxAA Length,1,ATMgroup,2,
22.4375,28.6836,26.2528,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
