
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
40380.8,55886.3,-15.7459,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
40437,55935,13.4673,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
