
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37028,63178.9,143.68,um,Surface,2,Center of Image Mass,Image 1,1,ATM,5,
37035.8,63225.6,130.551,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
