
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.17882,um,Cell,1,TVC,0,
6.15453,um,Cell,1,TVC,1,
4.71208,um,Cell,1,TVC,2,
5.89029,um,Cell,1,TVC,3,
5.32457,um,Cell,1,TVC,4,
6.69933,um,Cell,1,TVC,5,
5.77591,um,Cell,1,ATM,6,
5.04693,um,Cell,1,ATM,7,
