
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1591.99,um^2,Cell,1,TVC,0,
1388.5,um^2,Cell,1,TVC,1,
3940.74,um^2,Cell,1,ATM,3,
3519.59,um^2,Cell,1,ATM,4,
