
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
12.7952,14.2457,29.8048,um,Cell,Cell BoundingBoxOO Length,1,ATM,2,
12.5475,15.9727,27.4129,um,Cell,Cell BoundingBoxOO Length,1,ATM,5,
14.1243,16.5355,51.2214,um,Cell,Cell BoundingBoxOO Length,1,ATM,11,
13.3328,16.1236,21.6237,um,Cell,Cell BoundingBoxOO Length,1,TVC,6,
10.3577,12.0326,17.1911,um,Cell,Cell BoundingBoxOO Length,1,TVC,9,
10.9214,13.9175,16.7341,um,Cell,Cell BoundingBoxOO Length,1,TVC,10,
14.963,18.2801,23.9295,um,Cell,Cell BoundingBoxOO Length,1,TVC,12,
