
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
2395.69,um^2,Cell,1,ATM,0,
4164.75,um^2,Cell,1,ATM,1,
1698.77,um^2,Cell,1,TVC,2,
1245.44,um^2,Cell,1,TVC,3,
673.785,um^2,Cell,1,TVC,4,
935.947,um^2,Cell,1,TVC,5,
1474.79,um^2,Cell,1,TVC,6,
