
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
37555.7,51991.3,11.8202,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
37523.7,51968.6,15.7984,um,Cell,Cell Center of Homogeneous Mass,1,ATM,1,
37565.9,52008.8,17.8482,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
37572.5,52021.5,19.003,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
37590.2,52013.3,19.5944,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
37579.5,52010.8,20.2776,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
37581.9,52026.1,19.8211,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
