
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
17.9282,um,Surface,1,TVCgroup,0,
66.211,um,Surface,1,ATMgroup,4,
