
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
46121.1,84906.7,100.231,um,Surface,Position,1,ATMgroup,4,
46062,84950.1,122.711,um,Surface,Position,1,TVCgroup,0,
