
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
890.414,um^3,Cell,1,TVC,7,
803.299,um^3,Cell,1,TVC,8,
5419.56,um^3,Cell,1,ATM,9,
6318.07,um^3,Cell,1,ATM,10,
1738.11,um^3,Cell,1,TVC,11,
1458.05,um^3,Cell,1,TVC,12,
